gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3815634279	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2021-09-16:1:1841	Animalia	Chordata	Squamata		Phyllodactylidae	Tarentola	Tarentola mauritanica		SPECIES	Tarentola mauritanica (Linnaeus, 1758)	Tarentola mauritanica  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.04904	-6.57253							2021-09-16T00:00:00	16	9	2021	2445034	2445034	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Rosa Arribas			2023-08-25T16:10:24.490Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634278	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T14:2021-03-03:1:1883	Animalia	Chordata	Squamata		Lacertidae	Psammodromus	Psammodromus algirus		SPECIES	Psammodromus algirus (Linnaeus, 1758)	Psammodromus algirus  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Cuesta Maneli	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.07211	-6.68846							2021-03-03T00:00:00	3	3	2021	2469763	2469763	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Roman			2023-08-25T16:10:24.490Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634277	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T14:2021-03-03:1:1885	Animalia	Chordata	Squamata		Lacertidae	Psammodromus	Psammodromus algirus		SPECIES	Psammodromus algirus (Linnaeus, 1758)	Psammodromus algirus  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Cuesta Maneli	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.07081	-6.68808							2021-03-03T00:00:00	3	3	2021	2469763	2469763	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Roman			2023-08-25T16:10:24.489Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634276	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T17:2018-06-11:1:1579	Animalia	Chordata							PHYLUM	Chordata	Reptilia		ES	Sabinar Ojillo	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.01203	-6.50612							2018-06-11T00:00:00	11	6	2018	44		HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.488Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634275	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T5:2010-10-06:2:1294	Animalia	Chordata							PHYLUM	Chordata	Reptilia		ES	Nave Carbonera	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	36.93303	-6.46636							2010-10-06T00:00:00	6	10	2010	44		HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.486Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634274	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T5:2010-10-06:2:1295	Animalia	Chordata	Squamata		Lacertidae	Acanthodactylus	Acanthodactylus erythrurus		SPECIES	Acanthodactylus erythrurus (Schinz, 1833)	Acanthodactylus erythrurus (Schinz, 1833)	(Schinz, 1833)	ES	Nave Carbonera	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	36.93757	-6.47026							2010-10-06T00:00:00	6	10	2010	5226733	5226733	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.487Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634273	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T14:2017-09-14:1:1258	Animalia	Chordata	Squamata		Lacertidae	Acanthodactylus	Acanthodactylus erythrurus		SPECIES	Acanthodactylus erythrurus (Schinz, 1833)	Acanthodactylus erythrurus (Schinz, 1833)	(Schinz, 1833)	ES	Cuesta Maneli	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.07484	-6.68893							2017-09-14T00:00:00	14	9	2017	5226733	5226733	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Ana Andreu			2023-08-25T16:10:24.487Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634272	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T5:2016-04-28:1:1365	Animalia	Chordata	Squamata		Lacertidae	Acanthodactylus	Acanthodactylus erythrurus		SPECIES	Acanthodactylus erythrurus (Schinz, 1833)	Acanthodactylus erythrurus (Schinz, 1833)	(Schinz, 1833)	ES	Nave Carbonera	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	36.91277	-6.4471							2016-04-28T00:00:00	28	4	2016	5226733	5226733	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Ana Andreu			2023-08-25T16:10:24.455Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634271	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2021-09-16:1:1835	Animalia	Chordata	Squamata		Phyllodactylidae	Tarentola	Tarentola mauritanica		SPECIES	Tarentola mauritanica (Linnaeus, 1758)	Tarentola mauritanica  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.0494	-6.57012							2021-09-16T00:00:00	16	9	2021	2445034	2445034	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Rosa Arribas			2023-08-25T16:10:24.459Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634270	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2021-09-16:1:1833	Animalia	Chordata	Squamata		Phyllodactylidae	Tarentola	Tarentola mauritanica		SPECIES	Tarentola mauritanica (Linnaeus, 1758)	Tarentola mauritanica  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.04985	-6.56923							2021-09-16T00:00:00	16	9	2021	2445034	2445034	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Rosa Arribas			2023-08-25T16:10:24.461Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634269	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2021-09-16:1:1840	Animalia	Chordata	Squamata		Phyllodactylidae	Tarentola	Tarentola mauritanica		SPECIES	Tarentola mauritanica (Linnaeus, 1758)	Tarentola mauritanica  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.04925	-6.57192							2021-09-16T00:00:00	16	9	2021	2445034	2445034	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Rosa Arribas			2023-08-25T16:10:24.491Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634268	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2010-09-24:1:369	Animalia	Chordata	Squamata		Lacertidae	Psammodromus	Psammodromus algirus		SPECIES	Psammodromus algirus (Linnaeus, 1758)	Psammodromus algirus  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.04858	-6.56743							2010-09-24T00:00:00	24	9	2010	2469763	2469763	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.489Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634267	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2010-09-24:1:372	Animalia	Chordata	Squamata		Lacertidae	Psammodromus	Psammodromus algirus		SPECIES	Psammodromus algirus (Linnaeus, 1758)	Psammodromus algirus  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.04864	-6.57556							2010-09-24T00:00:00	24	9	2010	2469763	2469763	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.491Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634266	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T14:2021-03-03:1:1882	Animalia	Chordata	Squamata		Lacertidae	Podarcis	Podarcis carbonelli		SPECIES	Podarcis carbonelli Perez Mellado, 1981	Podarcis carbonelli (Perez Mellado, 1981)	(PerezMellado, 1981)	ES	Cuesta Maneli	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.07628	-6.68905							2021-03-03T00:00:00	3	3	2021	2469141	2469141	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Roman			2023-08-25T16:10:24.491Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634265	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T14:2021-03-03:1:1884	Animalia	Chordata	Squamata		Lacertidae	Psammodromus	Psammodromus algirus		SPECIES	Psammodromus algirus (Linnaeus, 1758)	Psammodromus algirus  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Cuesta Maneli	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.0708	-6.6881							2021-03-03T00:00:00	3	3	2021	2469763	2469763	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Roman			2023-08-25T16:10:24.489Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634264	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T17:2005-07-15:1:1453	Animalia	Chordata							PHYLUM	Chordata	Reptilia		ES	Sabinar Ojillo	Huelva	ABSENT	0	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.00415	-6.50948							2005-07-15T00:00:00	15	7	2005	44		HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.488Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634263	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2021-09-16:1:1844	Animalia	Chordata							PHYLUM	Chordata	Reptilia		ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.04836	-6.57668							2021-09-16T00:00:00	16	9	2021	44		HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Rosa Arribas			2023-08-25T16:10:24.488Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634262	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2021-09-16:1:1842	Animalia	Chordata	Squamata		Phyllodactylidae	Tarentola	Tarentola mauritanica		SPECIES	Tarentola mauritanica (Linnaeus, 1758)	Tarentola mauritanica  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.04897	-6.57315							2021-09-16T00:00:00	16	9	2021	2445034	2445034	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Rosa Arribas			2023-08-25T16:10:24.489Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634261	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2021-09-16:1:1843	Animalia	Chordata	Squamata		Phyllodactylidae	Tarentola	Tarentola mauritanica		SPECIES	Tarentola mauritanica (Linnaeus, 1758)	Tarentola mauritanica  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.049	-6.57357							2021-09-16T00:00:00	16	9	2021	2445034	2445034	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Rosa Arribas			2023-08-25T16:10:24.489Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634260	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T15:2010-05-27:1:1609	Animalia	Chordata							PHYLUM	Chordata	Reptilia		ES	San Agustín	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	36.98747	-6.46128							2010-05-27T00:00:00	27	5	2010	44		HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Ana Andreu			2023-08-25T16:10:24.488Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634259	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T15:2010-05-27:1:1608	Animalia	Chordata							PHYLUM	Chordata	Reptilia		ES	San Agustín	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	36.98752	-6.46117							2010-05-27T00:00:00	27	5	2010	44		HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Ana Andreu			2023-08-25T16:10:24.488Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634258	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T15:2010-05-27:1:1607	Animalia	Chordata							PHYLUM	Chordata	Reptilia		ES	San Agustín	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	36.98766	-6.46007							2010-05-27T00:00:00	27	5	2010	44		HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Ana Andreu			2023-08-25T16:10:24.489Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634257	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T5:2010-10-06:2:1298	Animalia	Chordata	Squamata		Lacertidae	Acanthodactylus	Acanthodactylus erythrurus		SPECIES	Acanthodactylus erythrurus (Schinz, 1833)	Acanthodactylus erythrurus (Schinz, 1833)	(Schinz, 1833)	ES	Nave Carbonera	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	36.93946	-6.47314							2010-10-06T00:00:00	6	10	2010	5226733	5226733	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.487Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634256	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2021-09-16:1:1839	Animalia	Chordata	Squamata		Phyllodactylidae	Tarentola	Tarentola mauritanica		SPECIES	Tarentola mauritanica (Linnaeus, 1758)	Tarentola mauritanica  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.04928	-6.57157							2021-09-16T00:00:00	16	9	2021	2445034	2445034	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Rosa Arribas			2023-08-25T16:10:24.487Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634255	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T5:2010-10-06:2:1297	Animalia	Chordata	Squamata		Lacertidae	Acanthodactylus	Acanthodactylus erythrurus		SPECIES	Acanthodactylus erythrurus (Schinz, 1833)	Acanthodactylus erythrurus (Schinz, 1833)	(Schinz, 1833)	ES	Nave Carbonera	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	36.93823	-6.47185							2010-10-06T00:00:00	6	10	2010	5226733	5226733	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.487Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634254	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T5:2010-10-06:2:1296	Animalia	Chordata	Squamata		Lacertidae	Acanthodactylus	Acanthodactylus erythrurus		SPECIES	Acanthodactylus erythrurus (Schinz, 1833)	Acanthodactylus erythrurus (Schinz, 1833)	(Schinz, 1833)	ES	Nave Carbonera	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	36.93757	-6.47026							2010-10-06T00:00:00	6	10	2010	5226733	5226733	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.487Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634253	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2010-09-24:1:370	Animalia	Chordata	Squamata		Lacertidae	Psammodromus	Psammodromus algirus		SPECIES	Psammodromus algirus (Linnaeus, 1758)	Psammodromus algirus  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.04885	-6.56763							2010-09-24T00:00:00	24	9	2010	2469763	2469763	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.486Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634252	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T5:2010-10-06:2:1293	Animalia	Chordata	Squamata		Lacertidae	Acanthodactylus	Acanthodactylus erythrurus		SPECIES	Acanthodactylus erythrurus (Schinz, 1833)	Acanthodactylus erythrurus (Schinz, 1833)	(Schinz, 1833)	ES	Nave Carbonera	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	36.93237	-6.46506							2010-10-06T00:00:00	6	10	2010	5226733	5226733	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.464Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634251	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2010-09-24:1:371	Animalia	Chordata	Squamata		Lacertidae	Psammodromus	Psammodromus algirus		SPECIES	Psammodromus algirus (Linnaeus, 1758)	Psammodromus algirus  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.04885	-6.56763							2010-09-24T00:00:00	24	9	2010	2469763	2469763	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.462Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634250	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T5:2010-10-06:2:1292	Animalia	Chordata	Squamata		Lacertidae	Acanthodactylus	Acanthodactylus erythrurus		SPECIES	Acanthodactylus erythrurus (Schinz, 1833)	Acanthodactylus erythrurus (Schinz, 1833)	(Schinz, 1833)	ES	Nave Carbonera	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	36.93231	-6.46494							2010-10-06T00:00:00	6	10	2010	5226733	5226733	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.462Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634249	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2021-09-16:1:1834	Animalia	Chordata	Squamata		Phyllodactylidae	Tarentola	Tarentola mauritanica		SPECIES	Tarentola mauritanica (Linnaeus, 1758)	Tarentola mauritanica  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.04961	-6.56948							2021-09-16T00:00:00	16	9	2021	2445034	2445034	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Rosa Arribas			2023-08-25T16:10:24.461Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634248	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T17:2018-06-11:1:1578	Animalia	Chordata	Squamata		Lacertidae	Psammodromus	Psammodromus algirus		SPECIES	Psammodromus algirus (Linnaeus, 1758)	Psammodromus algirus  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Sabinar Ojillo	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.01171	-6.50603							2018-06-11T00:00:00	11	6	2018	2469763	2469763	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.459Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634247	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T17:2018-06-11:1:1577	Animalia	Chordata	Squamata		Lacertidae	Psammodromus	Psammodromus algirus		SPECIES	Psammodromus algirus (Linnaeus, 1758)	Psammodromus algirus  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Sabinar Ojillo	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.00458	-6.50901							2018-06-11T00:00:00	11	6	2018	2469763	2469763	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.459Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634246	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2021-09-16:1:1837	Animalia	Chordata	Squamata		Phyllodactylidae	Tarentola	Tarentola mauritanica		SPECIES	Tarentola mauritanica (Linnaeus, 1758)	Tarentola mauritanica  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.04939	-6.57014							2021-09-16T00:00:00	16	9	2021	2445034	2445034	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Rosa Arribas			2023-08-25T16:10:24.457Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634245	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2021-09-16:1:1836	Animalia	Chordata	Squamata		Phyllodactylidae	Tarentola	Tarentola mauritanica		SPECIES	Tarentola mauritanica (Linnaeus, 1758)	Tarentola mauritanica  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.0494	-6.57012							2021-09-16T00:00:00	16	9	2021	2445034	2445034	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Rosa Arribas			2023-08-25T16:10:24.457Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634244	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T12:2021-09-16:1:1838	Animalia	Chordata	Squamata		Phyllodactylidae	Tarentola	Tarentola mauritanica		SPECIES	Tarentola mauritanica (Linnaeus, 1758)	Tarentola mauritanica  (Linnaeus, 1758)	(Linnaeus, 1758)	ES	Acebuche	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.0493	-6.57164							2021-09-16T00:00:00	16	9	2021	2445034	2445034	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Rosa Arribas			2023-08-25T16:10:24.456Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634243	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T14:2018-05-30:1:1259	Animalia	Chordata	Squamata		Lacertidae	Psammodromus	Psammodromus occidentalis		SPECIES	Psammodromus occidentalis Fitze, Gonzalez-Jimena, San-Jose, San Mauro & Zardoya, 2012	Psammodromus occidentalis  (Fitze, Gonzalez-Jimena, San Jose, San Mauro & Zardoya, 2012)	(Fitze, Gonzalez-Jimena, SanJose, SanMauro&Zardoya, 2012)	ES	Cuesta Maneli	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	37.07848	-6.68933							2018-05-30T00:00:00	30	5	2018	7416224	7416224	HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Isidro Román			2023-08-25T16:10:24.458Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
3815634242	5625910c-6d03-4879-8046-13edc1128b95	DONANA:REPT:T5:2016-04-28:1:1369	Animalia	Chordata							PHYLUM	Chordata	Reptilia		ES	Nave Carbonera	Huelva	PRESENT	1	6b8da9ca-0648-4df3-9f0a-d43ab20a9412	36.91641	-6.45							2016-04-28T00:00:00	28	4	2016	44		HUMAN_OBSERVATION	EBD-CSIC						CC_BY_4_0		Ana Andreu			2023-08-25T16:10:24.455Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_HIGHERRANK;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
